tipo,artista,artista_id,genero,nombre,año,popularidad_artista
album,Serj Tankian,0BEI7i5sgUuivcfwXLzFmM,metal,Spitak (Original Motion Picture Soundtrack),2018,57
album,Machine Head,0lVlNsuGaOr9vMHCZIAKMt,metal,Catharsis,2018,56
album,Ramirez,3H6CaRooDAoCeRCpYwOXj2,metal,"Blood Diamonds, Vol. 2",2018,64
album,Stratovarius,1O8CSXsPwEqxcoBE360PPO,metal,Enigma: Intermission 2,2018,53
album,Avatar,4jpaXieuls7LVzG1uma5Rs,metal,Avatar Country,2018,58
album,Amaranthe,2KaW48xlLnXC2v8tvyhWsa,metal,HELIX,2018,57
album,Amon Amarth,3pulcT2wt7FEG10lQlqDJL,metal,The Pursuit of Vikings: Live at Summer Breeze,2018,57
album,Accept,3JDIAtVrJdQ7GFOX26LYpv,metal,Symphonic Terror (Live at Wacken 2017),2018,54
album,Wind Walkers,2K2bsaNeuQAFkuVwrrlJe0,metal,The Lost Boys,2018,61
album,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,metal,Re-Powered Within,2018,57
album,Mr. Big,5OfhOoKunSnuubxxRML8J3,metal,Live from Milan,2018,58
album,Saliva,5S6hjAxgxjsLylsTtMIimO,metal,10 Lives,2018,62
album,The Darkness,5r1bdqzhgRoHC3YcCV6N5a,metal,Live at Hammersmith,2018,57
album,Lèpoka,1UM5OPJuE5dGDgyPSNSAqH,metal,Bibere Vivere,2018,40
album,Of Mice & Men,4tususHNaR68xdgLstlGBA,metal,Defy,2018,58
album,Amorphis,2UOVgpgiNTC6KK0vSC77aD,metal,Queen of Time (Deluxe Edition),2018,53
album,Anthrax,3JysSUOyfVs1UQ0UaESheP,metal,State Of Euphoria (30th Anniversary Edition),2018,54
album,Anthrax,3JysSUOyfVs1UQ0UaESheP,metal,Kings Among Scotland (Live),2018,54
album,LANDMVRKS,6G43CiunIxMwb2tQ12vNP6,metal,Fantasy,2018,57
album,Scarlxrd,6rYogEVj60BCIsLukpAnwr,metal,DXXM,2018,56
album,Fit For A King,0OgdRTPItr9dw4XYp4JJUx,metal,Dark Skies,2018,58
album,Savage Ga$p,0x7qiZJaal6j8qS7yCydFk,metal,"""the PRETTY BOY TAPE""",2018,58
album,Dynazty,5deRBvKxJssHVa9n6B7tWV,metal,Firesign,2018,52
album,Paradise Lost,0gIo6kGl4KsCeIbqtZVHYp,metal,Believe In Nothing (Remixed & Remastered),2018,53
album,Paradise Lost,0gIo6kGl4KsCeIbqtZVHYp,metal,Host Remastered,2018,53
album,KMFDM,3V4IvzRQYP5mzuVtkcHgVa,metal,Live in the USSA,2018,59
album,The Amity Affliction,6kNKUYGn6VNGsRoXmyoDPK,metal,Misery,2018,58
album,Lacuna Coil,4OAddazJM576euUnFSvXSL,metal,The 119 Show - Live In London,2018,53
album,Angelus Apatrida,3bnPBquC93vbHmamojAf59,metal,Cabaret De La Guillotine,2018,33
album,Kevin Sherwood,0etNimDSQLWFbktPBHQ5vb,metal,Call of Duty®: Black Ops 4 (Official Soundtrack),2018,57
album,From Ashes to New,4HrkLxQHZ5mgCtIVpiH5QX,metal,The Future,2018,57
album,Skindred,3jTlKw98Ql1jGRPYqhqHap,metal,Big Tings,2018,55
album,All Them Witches,29Wmfm1CojrjQ3aQP0FI65,metal,ATW,2018,53
album,Orbit Culture,7k29FbDq69ju2fe6zTskxY,metal,Redfog,2018,57
album,Memphis May Fire,7cNNNhdJDrt3vgQjwSavNf,metal,Broken,2018,58
album,The Word Alive,1CF8aEN939swnuIZGFI7Hk,metal,Violent Noise,2018,55
album,Motionless In White,6MwPCCR936cYfM1dLsGVnl,metal,Disguise,2019,69
album,Megadeth,1Yox196W7bzVNZI7RBaPnf,metal,Warheads On Foreheads,2019,70
album,TOOL,2yEwvVSSSUkcLeSTNyHKh8,metal,Fear Inoculum,2019,71
album,Helloween,4pQN0GB0fNEEOfQCaWotsY,metal,United Alive in Madrid (Live),2019,60
album,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,metal,Slip of the Tongue (Super Deluxe Edition; 2019 Remaster),2019,65
album,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,metal,Flesh & Blood (Deluxe Edition),2019,65
album,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,metal,Slide It In (The Ultimate Edition; 2019 Remaster),2019,65
album,Bad Omens,3Ri4H12KFyu98LMjSoij5V,metal,Finding God Before God Finds Me,2019,75
album,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,metal,The Dirt Soundtrack,2019,71
